[2017/03/02 00:00:13] fybit executed //copy at Location{world=CraftWorld{name=world},x=-359.2769981362292,y=5.038296540264108,z=212.56474018004602,pitch=34.649986,yaw=-169.1892}
[2017/03/02 13:15:36] chicken executed /up 1 at Location{world=CraftWorld{name=world},x=-326.5,y=36.0,z=159.5,pitch=83.24998,yaw=-3.1897583}
[2017/03/02 13:15:38] chicken executed //cut at Location{world=CraftWorld{name=world},x=-326.5,y=36.0,z=159.5,pitch=90.0,yaw=-6.3397584}
[2017/03/02 13:15:50] chicken executed /up 1 at Location{world=CraftWorld{name=world},x=-327.8424244943393,y=37.5011109314699,z=110.86683485615981,pitch=75.30001,yaw=-176.43977}
[2017/03/02 13:15:50] chicken executed /up 1 at Location{world=CraftWorld{name=world},x=-327.5,y=38.0,z=110.5,pitch=75.30001,yaw=-176.43977}
[2017/03/02 13:15:52] chicken executed //cut at Location{world=CraftWorld{name=world},x=-327.5,y=38.0,z=110.5,pitch=90.0,yaw=-178.23978}
[2017/03/02 13:16:01] chicken executed //cut at Location{world=CraftWorld{name=world},x=-321.4089780138908,y=26.76130247767212,z=159.3006261112586,pitch=-2.850002,yaw=-209.43982}
[2017/03/02 13:16:16] chicken executed //cut at Location{world=CraftWorld{name=world},x=-366.9909752617004,y=32.7630414641478,z=160.89299363621654,pitch=33.750015,yaw=-118.69092}
[2017/03/02 13:16:23] chicken executed //cut at Location{world=CraftWorld{name=world},x=-334.35591542384526,y=32.7630414641478,z=139.21631035733856,pitch=43.35003,yaw=-355.69073}
[2017/03/02 13:16:45] chicken executed //cut at Location{world=CraftWorld{name=world},x=-362.19999998807907,y=30.524744130307045,z=111.05000001192093,pitch=12.3000345,yaw=-51.040894}
[2017/03/02 13:16:54] chicken executed //cut at Location{world=CraftWorld{name=world},x=-346.4217603308598,y=29.407151192457896,z=152.66880601074266,pitch=50.250034,yaw=-327.9407}
[2017/03/02 13:22:56] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-301.9511671460163,y=21.250620899675837,z=136.22127178816834,pitch=30.450077,yaw=-331.09143}
[2017/03/02 13:23:56] fybit executed //set 101 at Location{world=CraftWorld{name=world},x=-377.78727207982024,y=35.379422293568005,z=111.54652877486907,pitch=48.600075,yaw=155.93872}
[2017/03/02 13:24:28] fybit executed //set 101 at Location{world=CraftWorld{name=world},x=-274.04023009775017,y=34.29176699415104,z=110.66462452647146,pitch=61.19998,yaw=170.6355}
[2017/03/02 13:24:32] chicken executed //set 101 at Location{world=CraftWorld{name=world},x=-377.8906477337532,y=33.0,z=160.86579501832364,pitch=35.850033,yaw=-337.2412}
[2017/03/02 13:24:44] chicken executed //set 101 at Location{world=CraftWorld{name=world},x=-276.3909516880155,y=33.0,z=162.2099148917,pitch=3.7500322,yaw=-82.3916}
[2017/03/02 13:24:45] fybit executed //set 101 at Location{world=CraftWorld{name=world},x=-375.89169189237913,y=36.875542744533234,z=112.14342039653313,pitch=47.09999,yaw=226.43481}
[2017/03/02 13:24:50] chicken executed //set 101 at Location{world=CraftWorld{name=world},x=-274.757643225627,y=33.0,z=111.73334899741475,pitch=25.500034,yaw=-176.14172}
[2017/03/02 13:25:09] chicken executed //set 101 at Location{world=CraftWorld{name=world},x=-374.90891314322687,y=33.0,z=159.58403504318977,pitch=-11.399978,yaw=-305.74194}
[2017/03/02 13:25:24] fybit executed /gm 3 at Location{world=CraftWorld{name=world},x=-360.1855365788697,y=36.487474369328574,z=141.37655194390624,pitch=10.199998,yaw=98.48291}
[2017/03/02 13:25:29] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-336.2194612152832,y=27.86814268605966,z=143.7075428324125,pitch=13.050001,yaw=262.73315}
[2017/03/02 13:25:47] fybit executed /time set day at Location{world=CraftWorld{name=world},x=-319.6447133881474,y=22.0,z=129.3473287828745,pitch=4.2000284,yaw=242.18286}
[2017/03/02 13:25:48] chicken executed /time set day at Location{world=CraftWorld{name=world},x=-318.0469656859406,y=22.0,z=132.77972998412045,pitch=1.3500625,yaw=-169.24231}
[2017/03/02 13:26:18] chicken executed //cut at Location{world=CraftWorld{name=world},x=-378.632789496688,y=36.76356700979264,z=110.69224104012918,pitch=57.600025,yaw=-82.54297}
[2017/03/02 13:31:25] chicken executed /time set night at Location{world=CraftWorld{name=world},x=-375.2688798298545,y=22.0,z=154.42764300217337,pitch=34.649998,yaw=-112.24402}
[2017/03/02 13:34:50] fybit executed //set 287 at Location{world=CraftWorld{name=world},x=-325.84099161239584,y=22.0,z=146.24300061437424,pitch=-1.4999346,yaw=288.2077}
[2017/03/02 13:35:08] fybit executed //set string at Location{world=CraftWorld{name=world},x=-301.75338648549433,y=34.293515153534024,z=154.17833576719667,pitch=-7.199935,yaw=305.4576}
[2017/03/02 13:35:31] fybit executed //set stringe at Location{world=CraftWorld{name=world},x=-333.53406300346853,y=36.174012932151726,z=159.2428134176919,pitch=14.400074,yaw=50.60761}
[2017/03/02 13:35:39] fybit executed //cut at Location{world=CraftWorld{name=world},x=-333.3165117669158,y=35.05641999430258,z=159.36295833608236,pitch=13.500074,yaw=6.0576096}
[2017/03/02 13:36:02] fybit executed //set 30 at Location{world=CraftWorld{name=world},x=-333.3165117669158,y=35.05641999430258,z=159.28322011931633,pitch=14.550076,yaw=-10.592391}
[2017/03/02 13:36:24] fybit executed //set 30 at Location{world=CraftWorld{name=world},x=-377.1560942830957,y=35.05641999430258,z=160.77992214346236,pitch=15.600082,yaw=41.00763}
[2017/03/02 13:43:43] fybit executed /plot at Location{world=CraftWorld{name=world},x=-322.959627424902,y=22.0,z=133.24135441157523,pitch=-1.9498675,yaw=-75.9917}
[2017/03/02 13:43:58] fybit executed /tp chicken at Location{world=CraftWorld{name=world},x=-327.5007356480493,y=51.481819379952405,z=162.17470417569973,pitch=43.65012,yaw=-164.79175}
[2017/03/02 13:44:51] chicken executed /plot me at Location{world=CraftWorld{name=world},x=-323.6726255477543,y=52.26442677823857,z=31.36975948723872,pitch=62.10001,yaw=288.9984}
[2017/03/02 13:44:55] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-323.73935566164954,y=45.52009463852957,z=31.36975948723872,pitch=66.59997,yaw=274.44885}
[2017/03/02 13:44:56] fybit executed /plot at Location{world=CraftWorld{name=world},x=-328.4964124145817,y=22.0,z=139.68915384849316,pitch=-0.15001795,yaw=339.5495}
[2017/03/02 13:45:02] chicken executed /plotme auto at Location{world=CraftWorld{name=world},x=-323.73935566164954,y=45.52009463852957,z=31.36975948723872,pitch=66.59997,yaw=273.84875}
[2017/03/02 13:45:12] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-311.10899813984605,y=24.15076249338865,z=27.567195729892973,pitch=78.449936,yaw=197.19885}
[2017/03/02 13:45:12] fybit executed /plotme help at Location{world=CraftWorld{name=world},x=-331.67569566686115,y=30.00581815202766,z=139.03616089871025,pitch=8.69999,yaw=270.3994}
[2017/03/02 13:45:17] fybit executed /plotmeadmin at Location{world=CraftWorld{name=world},x=-331.67569566686115,y=30.00581815202766,z=139.03616089871025,pitch=8.69999,yaw=270.3994}
[2017/03/02 13:45:24] chicken executed /plotme help at Location{world=CraftWorld{name=world},x=-303.13606175182554,y=27.557941128935745,z=118.65376412938653,pitch=25.049969,yaw=322.29846}
[2017/03/02 13:45:45] chicken executed /plotme auto at Location{world=CraftWorld{name=world},x=-336.76996083714135,y=22.68860223572477,z=128.5459567183679,pitch=20.549961,yaw=113.049194}
[2017/03/02 13:45:49] chicken executed /plotme claim at Location{world=CraftWorld{name=world},x=-337.12793992241933,y=22.68860223572477,z=122.48420237605146,pitch=20.549961,yaw=113.049194}
[2017/03/02 13:46:07] chicken executed /plugins at Location{world=CraftWorld{name=world},x=-340.3901416537527,y=22.68860223572477,z=154.6583985508515,pitch=20.399958,yaw=352.59827}
[2017/03/02 13:46:18] fybit executed /g at Location{world=CraftWorld{name=world},x=-303.3226537589264,y=30.00581815202766,z=139.41425035002356,pitch=20.39999,yaw=295.4494}
[2017/03/02 13:46:20] fybit executed /rg at Location{world=CraftWorld{name=world},x=-303.25292334089136,y=30.00581815202766,z=139.4285212492674,pitch=20.39999,yaw=295.4494}
[2017/03/02 13:46:35] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-294.19999998807907,y=22.68860223572477,z=160.6999999880791,pitch=48.45001,yaw=86.19934}
[2017/03/02 13:46:42] chicken executed /plotme claim chicken at Location{world=CraftWorld{name=world},x=-331.59299987025355,y=22.68860223572477,z=149.93089695208928,pitch=90.0,yaw=108.849}
[2017/03/02 13:52:25] fybit executed /rg create test at Location{world=CraftWorld{name=world},x=-343.7940313820142,y=4.0,z=192.8801122863478,pitch=27.15003,yaw=33.548584}
[2017/03/02 13:52:45] fybit executed /rg flag at Location{world=CraftWorld{name=world},x=-346.8581607037358,y=4.0,z=197.31634842648677,pitch=37.350044,yaw=180.54845}
[2017/03/02 13:52:49] fybit executed /rg flag test sddfsa at Location{world=CraftWorld{name=world},x=-346.8581607037358,y=4.0,z=197.31634842648677,pitch=37.350044,yaw=180.54845}
[2017/03/02 13:53:16] fybit executed /rg flag test lighter at Location{world=CraftWorld{name=world},x=-346.8581607037358,y=4.0,z=197.31634842648677,pitch=37.350044,yaw=180.54845}
[2017/03/02 13:53:22] fybit executed /rg flag test lighter allow at Location{world=CraftWorld{name=world},x=-347.07270715504876,y=4.0,z=196.48744390122334,pitch=13.650043,yaw=165.39847}
[2017/03/02 13:53:55] chicken executed /tp fybit at Location{world=CraftWorld{name=world},x=-71.61648906739927,y=47.163238060064984,z=232.19250071376462,pitch=22.799995,yaw=3.093628}
[2017/03/02 13:54:07] fybit executed /rg flag test lighter allow at Location{world=CraftWorld{name=world},x=-346.30000001192093,y=4.0,z=198.6910097768996,pitch=0.90003765,yaw=178.29895}
[2017/03/02 13:54:59] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-298.4028935102997,y=47.25105514847525,z=184.38802300474458,pitch=15.899996,yaw=-169.25269}
[2017/03/02 13:55:03] chicken executed /plotme auto at Location{world=CraftWorld{name=world},x=-299.619695790619,y=47.25105514847525,z=178.3985783640364,pitch=15.899996,yaw=-169.25269}
[2017/03/02 13:55:08] fybit executed /rg flag test sadas at Location{world=CraftWorld{name=world},x=-346.8363931850441,y=4.0,z=198.38884315312166,pitch=11.999999,yaw=-1.1011988}
[2017/03/02 13:57:12] fybit executed /tp chicken at Location{world=CraftWorld{name=world},x=-315.2492929005807,y=29.62606022827106,z=144.43400233026233,pitch=-37.199986,yaw=-51.501396}
[2017/03/02 13:57:40] fybit executed /back at Location{world=CraftWorld{name=world},x=-78.202195258348,y=52.657609627868126,z=190.93374163388384,pitch=1.2000028,yaw=339.09937}
[2017/03/02 13:58:10] fybit executed //set 30 at Location{world=CraftWorld{name=world},x=-277.7411174059993,y=36.24364887667604,z=111.82806344934517,pitch=20.55002,yaw=-120.5014}
[2017/03/02 13:58:22] fybit executed //set 30 at Location{world=CraftWorld{name=world},x=-375.1107286689806,y=36.24364887667604,z=111.90969932701282,pitch=21.750013,yaw=-233.90193}
[2017/03/02 13:58:31] fybit executed //set 30 at Location{world=CraftWorld{name=world},x=-374.66115419932544,y=36.24364887667604,z=158.13117210631881,pitch=21.899994,yaw=-328.25183}
[2017/03/02 13:58:36] chicken executed /tp fybit at Location{world=CraftWorld{name=world},x=17.874889618340745,y=40.305667483853135,z=221.06724383005454,pitch=32.249966,yaw=-70.697876}
[2017/03/02 13:59:48] fybit executed /spawn at Location{world=CraftWorld{name=world},x=-338.7950801592245,y=39.128639443221466,z=143.19058416532755,pitch=-10.049942,yaw=302.6483}
[2017/03/02 14:00:09] chicken executed /tp f at Location{world=CraftWorld{name=world},x=-326.9284016217682,y=36.38126048363547,z=142.56869054844404,pitch=29.850018,yaw=338.94678}
[2017/03/02 14:00:36] chicken executed /tp fybit at Location{world=CraftWorld{name=world},x=-4.429350785122479,y=38.0625,z=312.16563720708984,pitch=1.3500476,yaw=49.89861}
[2017/03/02 14:03:33] fybit executed /skin red at Location{world=CraftWorld{name=world},x=-316.01992297170494,y=25.312370565328308,z=121.3562559256739,pitch=-3.7499342,yaw=182.49817}
[2017/03/02 14:04:08] chicken executed /skin Zed_ at Location{world=CraftWorld{name=world},x=-327.35849296360715,y=26.251153083583702,z=137.21528629152738,pitch=26.850111,yaw=111.99951}
[2017/03/02 14:07:37] fybit executed /mv at Location{world=CraftWorld{name=world},x=-319.6074299937126,y=23.385619093128838,z=139.8261493911143,pitch=7.500039,yaw=331.74817}
[2017/03/02 14:14:34] fybit executed /plot at Location{world=CraftWorld{name=world},x=-320.71049119872845,y=22.0,z=140.22188528078703,pitch=12.000036,yaw=162.54822}
[2017/03/02 14:14:41] fybit executed /plot create at Location{world=CraftWorld{name=world},x=-321.2999479158147,y=22.0,z=138.0454329792678,pitch=12.000036,yaw=162.54822}
[2017/03/02 14:16:12] chicken executed /TP fybit at Location{world=CraftWorld{name=world},x=-350.0396033091397,y=63.16933285741645,z=144.14938431165268,pitch=33.6,yaw=109.59952}
[2017/03/02 14:30:58] fybit executed /mvimport plots normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-324.9907232932595,y=22.0,z=136.62968339720769,pitch=24.000032,yaw=149.34819}
[2017/03/02 14:32:20] chicken executed /plotme at Location{world=CraftWorld{name=world},x=-354.41243470629496,y=33.637219768317536,z=109.86250001192093,pitch=33.149933,yaw=105.69821}
[2017/03/02 14:32:24] chicken executed /plotme auto at Location{world=CraftWorld{name=world},x=-356.4016605064802,y=33.637219768317536,z=109.86250001192093,pitch=47.099934,yaw=16.898224}
[2017/03/02 14:32:50] chicken executed /weather sun at Location{world=CraftWorld{name=world},x=-372.69999998807907,y=30.200000047683716,z=111.30000001192093,pitch=90.0,yaw=156.54825}
[2017/03/02 14:35:20] fybit executed //mv at Location{world=CraftWorld{name=world},x=-330.9845803720077,y=22.0,z=137.26268881367184,pitch=9.150002,yaw=285.09692}
[2017/03/02 14:35:23] fybit executed /mv at Location{world=CraftWorld{name=world},x=-330.9845803720077,y=22.0,z=137.26268881367184,pitch=9.150002,yaw=285.09692}
[2017/03/02 14:39:08] fybit executed /mv plots normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-331.0060910881219,y=22.0,z=137.14565927377197,pitch=9.150002,yaw=285.09692}
[2017/03/02 14:42:36] fybit executed /mv create plots normal -g -PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-330.4916033927116,y=22.0,z=136.76837308122055,pitch=9.150002,yaw=285.09692}
[2017/03/02 14:44:28] fybit executed /mv create plots normal -g -PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-321.9674413026126,y=22.0,z=144.01151769578414,pitch=4.9500003,yaw=323.49695}
[2017/03/02 14:45:59] fybit executed /mv create plots normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-321.9674413026126,y=22.0,z=144.01151769578414,pitch=6.600001,yaw=323.64697}
[2017/03/02 14:46:19] fybit executed /mv create plots normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-321.9674413026126,y=22.0,z=144.01151769578414,pitch=-6.2999945,yaw=280.14703}
[2017/03/02 14:46:41] fybit executed /world at Location{world=CraftWorld{name=world},x=-321.9674413026126,y=22.0,z=144.01151769578414,pitch=-6.2999945,yaw=280.14703}
[2017/03/02 14:55:03] fybit executed /world plots at Location{world=CraftWorld{name=world_nether},x=-39.5,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:55:08] fybit executed /world list at Location{world=CraftWorld{name=world_nether},x=-40.35716087233639,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:55:45] fybit executed /back at Location{world=CraftWorld{name=world_nether},x=-40.35716087233639,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:55:47] fybit executed /back at Location{world=CraftWorld{name=world_nether},x=-39.5,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:55:52] fybit executed /spawn at Location{world=CraftWorld{name=world_nether},x=-40.5,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:55:58] fybit executed /world at Location{world=CraftWorld{name=world_nether},x=-40.5,y=34.0,z=18.5,pitch=0.90000004,yaw=0.0}
[2017/03/02 14:56:03] fybit executed /world 1 at Location{world=CraftWorld{name=world},x=-328.1777054657695,y=22.0,z=143.17451414655625,pitch=0.0,yaw=0.0}
[2017/03/02 14:56:06] fybit executed /world 2 at Location{world=CraftWorld{name=world_nether},x=-40.5,y=34.0,z=18.5,pitch=0.0,yaw=0.0}
[2017/03/02 14:56:09] fybit executed /world 3 at Location{world=CraftWorld{name=world_the_end},x=-40.5,y=58.0,z=18.5,pitch=0.0,yaw=0.0}
[2017/03/02 14:56:12] fybit executed /world 0 at Location{world=CraftWorld{name=world_the_end},x=-40.5,y=58.0,z=18.5,pitch=0.0,yaw=0.0}
[2017/03/02 14:56:18] fybit executed /back at Location{world=CraftWorld{name=world},x=-32.41649693485772,y=20.40685183034947,z=8.620419392657913,pitch=14.549994,yaw=-101.69995}
[2017/03/02 14:56:21] fybit executed /back at Location{world=CraftWorld{name=world_the_end},x=-40.5,y=58.0,z=18.5,pitch=0.0,yaw=0.0}
[2017/03/02 14:57:10] fybit executed /warp a at Location{world=CraftWorld{name=world},x=-326.40026806425067,y=22.0,z=134.95670978783292,pitch=29.39996,yaw=177.74995}
[2017/03/02 14:57:15] fybit executed /setwarp a at Location{world=CraftWorld{name=world},x=-326.45500916224876,y=22.0,z=134.90938031268036,pitch=29.39996,yaw=177.74995}
[2017/03/02 14:58:07] fybit executed /mv create plots normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-322.8512876713786,y=24.019247829468167,z=143.80423257608112,pitch=8.849959,yaw=-12.1500025}
[2017/03/02 14:58:20] fybit executed /mv create plot normal -g PlotMe-DefaultGenerator at Location{world=CraftWorld{name=world},x=-322.8512876713786,y=24.019247829468167,z=143.80423257608112,pitch=8.849959,yaw=-12.1500025}
[2017/03/02 14:58:29] fybit executed /mv create plot normal at Location{world=CraftWorld{name=world},x=-323.2640228138363,y=22.0,z=137.7958971375416,pitch=8.849959,yaw=-12.1500025}
[2017/03/02 14:58:38] fybit executed /mvimport at Location{world=CraftWorld{name=world},x=-322.5231104048859,y=22.0,z=136.08501066963964,pitch=8.849959,yaw=-12.1500025}
[2017/03/02 14:58:54] fybit executed /mv at Location{world=CraftWorld{name=world},x=-301.8999096514983,y=22.0,z=156.65246068517646,pitch=15.299987,yaw=-69.45003}
[2017/03/02 14:59:02] fybit executed /mv list at Location{world=CraftWorld{name=world},x=-301.8999096514983,y=22.0,z=156.65246068517646,pitch=15.299987,yaw=-69.45003}
[2017/03/02 15:00:15] fybit executed /p auito at Location{world=CraftWorld{name=world},x=-301.8999096514983,y=22.0,z=156.65246068517646,pitch=15.299987,yaw=-69.45003}
[2017/03/02 15:00:18] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-301.8999096514983,y=22.0,z=156.65246068517646,pitch=15.299987,yaw=-69.45003}
[2017/03/02 15:00:41] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-289.12041304259265,y=22.0,z=158.10077035572738,pitch=19.949982,yaw=-147.89998}
[2017/03/02 15:00:48] fybit executed /p at Location{world=CraftWorld{name=world},x=-311.3748997892905,y=22.0,z=155.05702302795524,pitch=14.8499975,yaw=-252.60019}
[2017/03/02 15:00:57] fybit executed /p auto plots at Location{world=CraftWorld{name=world},x=-311.3748997892905,y=22.0,z=155.05702302795524,pitch=14.8499975,yaw=-252.60019}
[2017/03/02 15:29:38] fybit executed /nbti at Location{world=CraftWorld{name=world},x=-80.0,y=46.0,z=179.0,pitch=0.0,yaw=0.0}
[2017/03/02 15:32:13] fybit executed /nbti at Location{world=CraftWorld{name=world},x=-79.90441696606305,y=46.0,z=178.68906620028176,pitch=0.0,yaw=0.0}
[2017/03/02 15:33:26] fybit executed /warp a at Location{world=CraftWorld{name=world},x=-79.3614400675663,y=46.0,z=179.92455761119155,pitch=18.9,yaw=0.5999999}
[2017/03/02 15:35:28] fybit executed /warp a at Location{world=CraftWorld{name=world},x=-329.3714725823857,y=22.0,z=132.97374760051053,pitch=1.7999579,yaw=285.59995}
[2017/03/02 15:42:12] fybit executed /nbti at Location{world=CraftWorld{name=world},x=-340.4544794079269,y=22.0,z=157.3723598835245,pitch=26.250065,yaw=42.59995}
[2017/03/02 16:56:37] fybit executed /ezrankspro at Location{world=CraftWorld{name=world},x=-324.5404883872586,y=22.0,z=139.44401795442448,pitch=-5.2499566,yaw=-175.35031}
[2017/03/02 16:56:40] fybit executed /ezrankspro at Location{world=CraftWorld{name=world},x=-324.5404883872586,y=22.0,z=139.44401795442448,pitch=-5.2499566,yaw=-175.35031}
[2017/03/02 16:56:43] fybit executed /ezranks at Location{world=CraftWorld{name=world},x=-324.5404883872586,y=22.0,z=139.44401795442448,pitch=-5.2499566,yaw=-175.35031}
[2017/03/02 16:56:53] fybit executed /rankup at Location{world=CraftWorld{name=world},x=-324.5404883872586,y=22.0,z=139.44401795442448,pitch=-5.2499566,yaw=-175.35031}
[2017/03/02 16:57:27] fybit executed /list at Location{world=CraftWorld{name=world},x=-324.5404883872586,y=22.0,z=139.44401795442448,pitch=-5.2499566,yaw=-175.35031}
[2017/03/02 16:57:59] fybit executed /rankup a at Location{world=CraftWorld{name=world},x=-319.6860917213284,y=22.0,z=123.98329987043022,pitch=-1.9499646,yaw=-62.55017}
[2017/03/02 18:36:47] fybit executed /setspawn at Location{world=CraftWorld{name=world},x=-79.48349519244172,y=46.0,z=179.55748150715738,pitch=14.550003,yaw=-1.0499885}
[2017/03/02 18:36:55] fybit executed /setspawn at Location{world=CraftWorld{name=world},x=-79.48349519244172,y=46.0,z=179.55748150715738,pitch=14.550003,yaw=-1.0499885}
[2017/03/02 18:37:49] fybit executed /warp a at Location{world=CraftWorld{name=world},x=-80.04467971312842,y=46.0,z=180.26720025034479,pitch=23.100023,yaw=-306.30002}
[2017/03/02 18:38:35] fybit executed /back at Location{world=CraftWorld{name=world},x=-80.0,y=46.0,z=179.0,pitch=-0.15,yaw=0.0}
[2017/03/02 18:39:16] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-325.54406010817314,y=22.0,z=140.26685532973022,pitch=57.14993,yaw=249.30013}
[2017/03/02 18:39:29] fybit executed /ezrankspro at Location{world=CraftWorld{name=world},x=-329.4467437606207,y=22.0,z=145.16719404011974,pitch=29.549925,yaw=-60.4498}
[2017/03/02 18:39:33] fybit executed /ezrankspro list at Location{world=CraftWorld{name=world},x=-329.4467437606207,y=22.0,z=145.16719404011974,pitch=29.549925,yaw=-60.4498}
[2017/03/02 18:43:36] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-336.4781341268371,y=22.0,z=132.05103745984727,pitch=21.749907,yaw=-197.84964}
[2017/03/02 18:50:37] fybit executed //wand at Location{world=CraftWorld{name=world},x=-330.87161981173205,y=24.493907480229474,z=137.41772702416534,pitch=-5.8500485,yaw=175.351}
[2017/03/02 18:50:42] fybit executed /spawn at Location{world=CraftWorld{name=world},x=-333.3218567658365,y=24.493907480229474,z=130.61778919996658,pitch=0.44995075,yaw=202.65094}
[2017/03/02 18:51:24] fybit executed //cut at Location{world=CraftWorld{name=world},x=-320.35759886635503,y=22.0,z=112.67829994330066,pitch=81.15,yaw=184.80072}
[2017/03/02 18:51:30] fybit executed //paste at Location{world=CraftWorld{name=world},x=-319.5014903832217,y=22.0,z=112.6588026604976,pitch=84.74998,yaw=176.70074}
[2017/03/02 18:52:11] fybit executed //cut at Location{world=CraftWorld{name=world},x=-321.5881373695586,y=22.0,z=114.17554184551355,pitch=90.0,yaw=183.60042}
[2017/03/02 18:52:14] fybit executed //paste at Location{world=CraftWorld{name=world},x=-320.7326575568471,y=22.0,z=114.22530256910984,pitch=90.0,yaw=183.60042}
[2017/03/02 18:54:02] fybit executed //set 159:5 at Location{world=CraftWorld{name=world},x=-331.01542374984643,y=22.519411467608986,z=113.24559814572983,pitch=7.049991,yaw=190.50081}
[2017/03/02 18:59:50] fybit executed /nbti mod add AttackDamage 0 1000 at Location{world=CraftWorld{name=world},x=-329.249434152616,y=22.0,z=129.56459558308333,pitch=3.7500057,yaw=174.3}
[2017/03/02 19:23:06] fybit executed //cut at Location{world=CraftWorld{name=world},x=-336.34008102998285,y=22.0,z=114.58638794468183,pitch=21.600014,yaw=178.95642}
[2017/03/02 19:23:26] fybit executed //cut at Location{world=CraftWorld{name=world},x=-310.6493805213986,y=29.03359385313949,z=114.07443821204537,pitch=-15.149987,yaw=190.65515}
[2017/03/02 19:23:46] fybit executed //cit at Location{world=CraftWorld{name=world},x=-315.1935622169593,y=27.930167780092045,z=114.3278732605738,pitch=-18.74998,yaw=167.10596}
[2017/03/02 19:23:48] fybit executed //cut at Location{world=CraftWorld{name=world},x=-315.20398494523556,y=27.930167780092045,z=114.3278732605738,pitch=-18.74998,yaw=167.10596}
[2017/03/02 19:23:57] fybit executed //cut at Location{world=CraftWorld{name=world},x=-335.1025304569325,y=22.0,z=112.54975125758457,pitch=34.80001,yaw=172.3562}
[2017/03/02 19:29:56] fybit executed //cut at Location{world=CraftWorld{name=world},x=-319.37727174106556,y=24.0,z=117.63974158366703,pitch=77.99996,yaw=177.30823}
[2017/03/02 19:30:04] fybit executed //paste at Location{world=CraftWorld{name=world},x=-319.37727174106556,y=23.0,z=117.63974158366703,pitch=63.299946,yaw=174.00842}
[2017/03/02 22:35:25] fybit executed /ranup at Location{world=CraftWorld{name=world},x=-322.49039930222887,y=22.0,z=141.38405223939577,pitch=1.3499501,yaw=-176.24356}
[2017/03/02 22:35:29] fybit executed /rank at Location{world=CraftWorld{name=world},x=-323.5674029429931,y=22.0,z=140.84922969514815,pitch=1.3499501,yaw=-176.24356}
[2017/03/02 22:35:33] fybit executed /ranks at Location{world=CraftWorld{name=world},x=-323.5674029429931,y=22.0,z=140.84922969514815,pitch=1.3499501,yaw=-176.24356}
[2017/03/02 22:37:12] fybit executed /rankup at Location{world=CraftWorld{name=world},x=-316.8107221666694,y=22.0,z=149.427624183526,pitch=14.999949,yaw=21.156435}
[2017/03/02 22:37:28] fybit executed /plot at Location{world=CraftWorld{name=world},x=-316.8107221666694,y=22.0,z=149.427624183526,pitch=14.84995,yaw=21.006435}
[2017/03/02 22:37:41] fybit executed /plot help admin at Location{world=CraftWorld{name=world},x=-316.8107221666694,y=22.0,z=149.427624183526,pitch=14.84995,yaw=21.006435}
[2017/03/02 22:38:38] fybit executed /rankup help at Location{world=CraftWorld{name=world},x=-316.8107221666694,y=22.0,z=149.427624183526,pitch=10.649951,yaw=20.106436}
[2017/03/02 22:43:02] fybit executed /mv create plots normal -g PlotSquared at Location{world=CraftWorld{name=world},x=-316.8107221666694,y=22.0,z=149.427624183526,pitch=12.44995,yaw=-59.543556}
[2017/03/02 22:43:16] fybit executed /gm 1 at Location{world=CraftWorld{name=world},x=-325.74337339422203,y=22.0,z=129.6843959433182,pitch=3.14995,yaw=-215.8436}
[2017/03/02 22:44:40] fybit executed /p auto at Location{world=CraftWorld{name=world},x=-325.74337339422203,y=22.0,z=129.6843959433182,pitch=3.14995,yaw=-215.8436}
[2017/03/02 22:45:05] fybit executed /gm 1 at Location{world=CraftWorld{name=plots},x=-33.46369291012129,y=65.0,z=-8.43639249512556,pitch=17.699978,yaw=-139.49992}
[2017/03/02 22:45:20] fybit executed /back at Location{world=CraftWorld{name=plots},x=-6.5974396684726955,y=72.41324918038676,z=-15.852845554665468,pitch=18.899954,yaw=63.299816}
