[2017/02/22 17:49:00] §6[§cAdmin§6]§d» §3chicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-5131.255884678,y=101.1220623781035,z=771.118295189535,pitch=33.599957,yaw=-248.39966}
[2017/02/22 18:38:59] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 7 1 0 {display:{Name:"§b§lÐ§e§lá§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 100 coin / 1 cái"]},ench:[{id:35,lvl:5}]} at Location{world=CraftWorld{name=world},x=-5163.013257526831,y=70.75909233302815,z=-196.07139664405764,pitch=17.399984,yaw=275.70215}
[2017/02/22 18:39:15] §6[§cAdmin§6]§d» §3chicken§r executed /cshop at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:16] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:16] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:17] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:17] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:18] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:18] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:19] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:39:19] §6[§cAdmin§6]§d» §3chicken§r executed /give chicken 388 1 0 {display:{Name:"§2§lN§1§lg§b§l?§e§lc§f§l-§d§lT§6§lh§f§l?§b§ln§c§l",Lore:["§b§l- Ðây Là Xu-Donate C?a Server!","§c§l- Có Giá Tr? R?t Hi?m Và Dùng Ð? Trade Items Donate!","§6§l- M?nh giá: 10 coin / 1 cái"]},ench:[{id:35,lvl:4}]} at Location{world=CraftWorld{name=world},x=-5004.394079440303,y=74.0,z=-186.47660531496874,pitch=10.499998,yaw=193.35193}
[2017/02/22 18:40:36] §6[§cAdmin§6]§d» §3chicken§r executed /ce book at Location{world=CraftWorld{name=world},x=-5010.656315097838,y=74.0,z=-175.95601407131227,pitch=26.250008,yaw=65.400024}
[2017/02/22 18:40:42] §6[§cAdmin§6]§d» §3chicken§r executed /ce book vampire 10 at Location{world=CraftWorld{name=world},x=-5012.391906423358,y=73.0,z=-174.30000001192093,pitch=26.250008,yaw=65.400024}
[2017/02/22 18:41:01] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5089.180585666772,y=67.39044286519233,z=-163.4647877415651,pitch=23.850008,yaw=98.40027}
[2017/02/22 18:41:03] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5089.67858789917,y=64.0,z=-163.5069583329928,pitch=23.850008,yaw=98.40027}
[2017/02/22 18:41:05] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5094.210987002471,y=67.6183020148442,z=-164.42068691494362,pitch=23.850008,yaw=98.40027}
[2017/02/22 18:41:49] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5109.277676810027,y=64.0,z=-216.3207659477383,pitch=22.350014,yaw=214.5}
[2017/02/22 18:42:17] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5093.9454960935145,y=64.0,z=-226.28454907974742,pitch=54.750015,yaw=192.75037}
[2017/02/22 18:42:22] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5093.9454960935145,y=64.0,z=-226.28454907974742,pitch=54.750015,yaw=192.75037}
[2017/02/22 18:42:48] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5027.863609912182,y=69.34202958057452,z=-219.3904750637446,pitch=22.049997,yaw=227.55103}
[2017/02/22 18:43:04] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-5019.618066301107,y=62.0,z=-226.30569561230504,pitch=37.65003,yaw=99.150635}
[2017/02/22 18:43:43] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4916.531001918855,y=68.00063554902955,z=-297.18975385916275,pitch=31.80004,yaw=320.401}
[2017/02/22 18:43:52] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4916.516056370204,y=68.00063554902955,z=-297.17469170725434,pitch=31.50004,yaw=251.40112}
[2017/02/22 18:44:03] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4914.300000011921,y=65.0,z=-297.13740912179065,pitch=31.650043,yaw=276.00116}
[2017/02/22 18:44:13] §6[§cAdmin§6]§d» §3chicken§r executed /nbti mod add maxhealth 0 100 at Location{world=CraftWorld{name=world},x=-4913.234758290417,y=66.0,z=-297.31169676349907,pitch=15.150044,yaw=262.20117}
[2017/02/22 18:44:17] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4909.589729066087,y=66.0,z=-296.7280980416484,pitch=24.000044,yaw=276.15125}
[2017/02/22 18:45:03] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4884.880615963702,y=69.0,z=-276.40060107987193,pitch=48.150036,yaw=261.90112}
[2017/02/22 18:45:11] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4879.386261870952,y=69.0,z=-271.7327948299325,pitch=89.7,yaw=6.451172}
[2017/02/22 18:45:15] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4879.386261870952,y=69.0,z=-271.7327948299325,pitch=89.7,yaw=6.451172}
[2017/02/22 18:45:25] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add lifesteal 1 at Location{world=CraftWorld{name=world},x=-4879.623976227919,y=67.0,z=-269.5185240397124,pitch=89.7,yaw=6.451172}
[2017/02/22 18:45:30] §6[§cAdmin§6]§d» §3chicken§r executed /nbti mod add maxhealth 0 100 at Location{world=CraftWorld{name=world},x=-4879.623976227919,y=67.0,z=-269.5185240397124,pitch=68.850006,yaw=221.40112}
[2017/02/22 18:45:33] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-4879.300000011921,y=67.0,z=-269.62038931660123,pitch=18.300005,yaw=296.7013}
[2017/02/22 18:45:58] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4741.063244808256,y=75.7943316562242,z=-323.44460847596866,pitch=41.84998,yaw=227.70044}
[2017/02/22 18:46:56] §6[§cAdmin§6]§d» §3chicken§r executed /gm 3 at Location{world=CraftWorld{name=world},x=-4673.888466051998,y=81.80868704277303,z=-380.9200142819488,pitch=59.999973,yaw=188.84985}
[2017/02/22 18:46:58] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4673.895244473936,y=81.80868704277303,z=-380.9200142819488,pitch=59.999973,yaw=188.84985}
[2017/02/22 18:47:11] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4676.509870126246,y=82.9331111108475,z=-382.9259521769186,pitch=76.79998,yaw=236.39978}
[2017/02/22 18:47:47] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-4683.69703867854,y=75.0,z=-386.4532771659562,pitch=3.7499473,yaw=181.04895}
[2017/02/22 18:48:30] §6[§aMember§6] §ffybit§r executed /tp chicken at Location{world=CraftWorld{name=world},x=-5070.641639715535,y=68.25421186737078,z=-158.71931092998815,pitch=5.8500004,yaw=64.05029}
[2017/02/22 18:49:05] §6[§cAdmin§6]§d» §3chicken§r executed /tp fybit at Location{world=CraftWorld{name=world},x=-4665.962276973257,y=86.24313996495438,z=-374.1656944761649,pitch=35.25002,yaw=277.35083}
[2017/02/22 18:49:10] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4760.065314311883,y=89.11935202557957,z=-367.86874820602856,pitch=38.70005,yaw=42.29965}
[2017/02/22 18:49:54] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4775.651167564441,y=84.0,z=-375.232048364618,pitch=47.700047,yaw=-70.95035}
[2017/02/22 18:50:15] §6[§aMember§6] §ffybit§r executed /nbti mod add atackdame 1000 at Location{world=CraftWorld{name=world},x=-4772.710530727067,y=84.0,z=-372.1199937763398,pitch=27.450054,yaw=115.34979}
[2017/02/22 18:50:23] §6[§aMember§6] §ffybit§r executed /nbti mod add atackdame 1000 at Location{world=CraftWorld{name=world},x=-4772.710530727067,y=84.0,z=-372.1199937763398,pitch=27.450054,yaw=115.34979}
[2017/02/22 18:50:38] §6[§cAdmin§6]§d» §3chicken§r executed /nbti mod add attackdamage 0 100 at Location{world=CraftWorld{name=world},x=-4774.950409242263,y=84.0,z=-375.4321357905033,pitch=62.70001,yaw=337.6496}
[2017/02/22 18:51:04] §6[§cAdmin§6]§d» §3chicken§r executed /back at Location{world=CraftWorld{name=world},x=-4969.54047167101,y=67.0,z=-160.47180921241775,pitch=-6.5999975,yaw=89.39996}
[2017/02/22 18:51:17] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add lifesteal 5 at Location{world=CraftWorld{name=world},x=-4775.5,y=84.0,z=-375.5,pitch=72.600006,yaw=314.9996}
[2017/02/22 18:51:40] §6[§aMember§6] §ffybit§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4775.023343236124,y=84.0,z=-374.44369031738273,pitch=13.050039,yaw=151.4997}
[2017/02/22 18:52:47] §6[§aMember§6] §ffybit§r executed /back at Location{world=CraftWorld{name=world},x=-4969.54047167101,y=67.0,z=-160.47180921241775,pitch=-6.5999975,yaw=89.39996}
[2017/02/22 18:52:53] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4765.399490838782,y=85.0,z=-369.28194683936744,pitch=26.24994,yaw=91.19971}
[2017/02/22 18:53:32] §6[§aMember§6] §ffybit§r executed /heal at Location{world=CraftWorld{name=world},x=-4763.484473249777,y=84.0,z=-360.69999998807907,pitch=34.050037,yaw=332.25027}
[2017/02/22 18:53:56] §6[§aMember§6] §ffybit§r executed /heal at Location{world=CraftWorld{name=world},x=-4766.122046690368,y=82.0,z=-354.08313759701974,pitch=9.75004,yaw=90.15042}
[2017/02/22 18:54:11] §6[§aMember§6] §ffybit§r executed /tp chicken at Location{world=CraftWorld{name=world},x=-4765.699999988079,y=80.0,z=-350.69999998807907,pitch=0.60004133,yaw=144.90036}
[2017/02/22 18:54:32] §6[§aMember§6] §ffybit§r executed /tp chicken at Location{world=CraftWorld{name=world},x=-4751.1506515101,y=74.0,z=-341.2561130342589,pitch=12.299938,yaw=-10.050476}
[2017/02/22 18:54:36] §6[§aMember§6] §ffybit§r executed /heal at Location{world=CraftWorld{name=world},x=-4753.313681289094,y=77.0,z=-340.380211138221,pitch=62.999905,yaw=302.8493}
[2017/02/22 18:54:37] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4753.3796126718025,y=77.0,z=-338.1224769494677,pitch=16.049904,yaw=177.89926}
[2017/02/22 18:54:57] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add lifesteal 50 at Location{world=CraftWorld{name=world},x=-4754.699999988079,y=78.0,z=-338.1243230564805,pitch=31.499897,yaw=181.19926}
[2017/02/22 18:55:03] §6[§aMember§6] §ffybit§r executed /heal at Location{world=CraftWorld{name=world},x=-4756.08941178725,y=79.0,z=-343.73869198535147,pitch=17.099903,yaw=333.149}
[2017/02/22 18:56:28] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4713.531670943717,y=74.0,z=-336.2151382604425,pitch=29.400013,yaw=95.399475}
[2017/02/22 18:56:51] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4753.143603930257,y=72.82711731432457,z=-297.4702190400913,pitch=43.199993,yaw=273.2993}
[2017/02/22 18:56:56] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4754.703424598011,y=72.0,z=-299.23127882372614,pitch=35.85002,yaw=274.64932}
[2017/02/22 18:57:24] §6[§cAdmin§6]§d» §3chicken§r executed /fly at Location{world=CraftWorld{name=world},x=-4746.655175983339,y=73.30421341792974,z=-291.30000001192093,pitch=31.950026,yaw=335.9994}
[2017/02/22 18:57:45] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add vampire 20 at Location{world=CraftWorld{name=world},x=-4739.847133444932,y=81.42681134835334,z=-303.2148678489219,pitch=80.25003,yaw=137.69922}
[2017/02/22 18:57:58] §6[§aMember§6] §ffybit§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5049.979010501957,y=66.0,z=-173.53850382854785,pitch=5.4000087,yaw=35.249847}
[2017/02/22 18:58:16] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4733.817012171633,y=75.0,z=-305.51702455638184,pitch=49.50006,yaw=335.09863}
[2017/02/22 18:58:28] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4736.688391286509,y=80.45306022492946,z=-307.65127068145944,pitch=46.65007,yaw=350.69922}
[2017/02/22 18:58:42] §6[§cAdmin§6]§d» §3chicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-4733.1219245262555,y=75.0,z=-301.24485565938767,pitch=27.450106,yaw=154.79968}
[2017/02/22 18:58:44] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4733.1219245262555,y=75.0,z=-301.24485565938767,pitch=27.450106,yaw=154.79968}
[2017/02/22 18:59:29] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4748.699999988079,y=70.0,z=-292.69999998807907,pitch=23.549992,yaw=271.19995}
[2017/02/22 18:59:33] §6[§cAdmin§6]§d» §3chicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-4748.699999988079,y=70.0,z=-291.6034171210434,pitch=23.549992,yaw=271.19995}
[2017/02/22 18:59:45] §6[§cAdmin§6]§d» §3chicken§r executed /nbti mod add attackdamage 0 15 at Location{world=CraftWorld{name=world},x=-4748.699999988079,y=70.09520004682541,z=-290.5781692652612,pitch=14.849989,yaw=258.8999}
[2017/02/22 19:00:05] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4747.020450517046,y=73.0,z=-296.0163183214915,pitch=43.799988,yaw=26.098877}
[2017/02/22 19:00:16] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-4771.614341539007,y=78.90760396124287,z=-289.69999998807907,pitch=38.84998,yaw=111.14917}
[2017/02/22 19:00:41] §6[§cAdmin§6]§d» §3chicken§r executed /spawn at Location{world=CraftWorld{name=world},x=-4809.783536168384,y=64.0,z=-289.50007367868477,pitch=14.249969,yaw=157.94958}
[2017/02/22 19:00:44] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-4969.5,y=67.0,z=-160.5,pitch=48.000004,yaw=95.24996}
[2017/02/22 19:00:48] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-4988.900459548761,y=66.0,z=-159.6005453764089,pitch=1.6500057,yaw=95.84996}
[2017/02/22 19:01:21] §6[§aMember§6] §ffybit§r executed //set 1 at Location{world=CraftWorld{name=world},x=-5101.300000011921,y=78.41883931514249,z=184.51763799258353,pitch=37.04993,yaw=11.851868}
[2017/02/22 19:01:45] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add sharpness 25 at Location{world=CraftWorld{name=world},x=-5004.409133712984,y=74.0,z=-186.19374532270115,pitch=2.5499516,yaw=180.14978}
[2017/02/22 19:01:51] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add smite 5 at Location{world=CraftWorld{name=world},x=-5008.798973024997,y=74.0,z=-176.07507068642576,pitch=49.049957,yaw=82.799835}
[2017/02/22 19:02:03] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add Bane of Arthropods 5 at Location{world=CraftWorld{name=world},x=-5008.798973024997,y=74.0,z=-176.07507068642576,pitch=49.049957,yaw=82.799835}
[2017/02/22 19:02:17] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add looting 5 at Location{world=CraftWorld{name=world},x=-5004.81073367646,y=74.0,z=-185.39427668374867,pitch=3.8999639,yaw=181.94978}
[2017/02/22 19:02:26] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add unbreaking 10 at Location{world=CraftWorld{name=world},x=-5004.75594681431,y=74.0,z=-186.033252913755,pitch=-1.6500361,yaw=185.39978}
[2017/02/22 19:02:30] §6[§cAdmin§6]§d» §3chicken§r executed /enchant mending 1 at Location{world=CraftWorld{name=world},x=-5004.75594681431,y=74.0,z=-186.033252913755,pitch=-1.6500361,yaw=185.39978}
[2017/02/22 19:02:34] §6[§cAdmin§6]§d» §3chicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-5004.61061872265,y=74.0,z=-186.69999998807907,pitch=2.249964,yaw=188.39978}
[2017/02/22 19:02:56] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add fireaspect 6 at Location{world=CraftWorld{name=world},x=-5004.61061872265,y=74.0,z=-186.69999998807907,pitch=1.349964,yaw=191.84978}
[2017/02/22 19:02:58] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5106.300000011921,y=78.0,z=188.03695280859358,pitch=60.599926,yaw=184.20166}
[2017/02/22 19:03:00] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add fire aspect 6 at Location{world=CraftWorld{name=world},x=-5004.61061872265,y=74.0,z=-186.69999998807907,pitch=1.349964,yaw=191.84978}
[2017/02/22 19:03:44] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add heal 20 at Location{world=CraftWorld{name=world},x=-5002.505382599383,y=74.0,z=-179.00116455538281,pitch=20.250004,yaw=201.4498}
[2017/02/22 19:03:46] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5002.505382599383,y=74.0,z=-179.00116455538281,pitch=19.350004,yaw=202.1998}
[2017/02/22 19:04:01] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=20.400013,yaw=148.94981}
[2017/02/22 19:04:11] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add Bane of Arthropods 5 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=20.400013,yaw=170.54982}
[2017/02/22 19:04:16] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add smite 5 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=20.400013,yaw=170.54982}
[2017/02/22 19:04:21] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add sharpness 25 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=20.400013,yaw=170.54982}
[2017/02/22 19:04:31] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add fire aspect 6 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=20.400013,yaw=170.54982}
[2017/02/22 19:04:40] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add unbreaking 10 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=24.750011,yaw=164.39981}
[2017/02/22 19:04:43] §6[§cAdmin§6]§d» §3chicken§r executed /enchant mending 1 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=24.750011,yaw=164.39981}
[2017/02/22 19:04:50] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5106.367415098242,y=75.0,z=136.8613455508618,pitch=-12.750111,yaw=352.49988}
[2017/02/22 19:04:53] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add looting 5 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=38.85001,yaw=168.89981}
[2017/02/22 19:05:00] §6[§cAdmin§6]§d» §3chicken§r executed /unbk at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=-0.44999114,yaw=169.1998}
[2017/02/22 19:05:13] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add heal 10 at Location{world=CraftWorld{name=world},x=-5016.418925731581,y=70.0,z=-171.23461212111934,pitch=-0.44999114,yaw=169.1998}
[2017/02/22 19:05:15] §6[§cAdmin§6]§d» §3chicken§r executed /gm 0 at Location{world=CraftWorld{name=world},x=-5016.631313000581,y=69.0,z=-169.4235950465345,pitch=57.750008,yaw=6.749817}
[2017/02/22 19:05:28] §6[§aMember§6] §ffybit§r executed //set 1 at Location{world=CraftWorld{name=world},x=-5102.648960600428,y=75.65291266215235,z=129.10629589460544,pitch=31.349987,yaw=107.5509}
[2017/02/22 19:06:06] §6[§aMember§6] §ffybit§r executed //set 1 at Location{world=CraftWorld{name=world},x=-5102.853631822471,y=75.01681376086725,z=182.80710752297836,pitch=34.349968,yaw=39.599365}
[2017/02/22 19:06:22] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add heal 15 at Location{world=CraftWorld{name=world},x=-5000.798032846901,y=74.0,z=-182.10724152886283,pitch=38.10002,yaw=195.89978}
[2017/02/22 19:06:32] §6[§cAdmin§6]§d» §3chicken§r executed /skin pandaboy at Location{world=CraftWorld{name=world},x=-5004.642802878071,y=74.0,z=-177.7692791367744,pitch=26.250023,yaw=38.39966}
[2017/02/22 19:06:57] §6[§cAdmin§6]§d» §3chicken§r executed /heal at Location{world=CraftWorld{name=world},x=-5011.098775611071,y=74.0,z=-176.75064849643377,pitch=46.200005,yaw=103.94949}
[2017/02/22 19:06:59] §6[§cAdmin§6]§d» §3chicken§r executed /gm 1 at Location{world=CraftWorld{name=world},x=-5010.266876836832,y=74.0,z=-176.54760401759063,pitch=46.200005,yaw=103.94949}
[2017/02/22 19:07:07] §6[§cAdmin§6]§d» §3chicken§r executed /enchantapi add fire aspect 8 at Location{world=CraftWorld{name=world},x=-5010.266876836832,y=74.0,z=-176.54760401759063,pitch=46.200005,yaw=103.94949}
[2017/02/22 19:07:09] §6[§aMember§6] §ffybit§r executed //cut at Location{world=CraftWorld{name=world},x=-5100.998460749432,y=97.88111671312457,z=127.14951803539397,pitch=1.349995,yaw=70.65027}
[2017/02/22 19:07:48] §6[§aMember§6] §ffybit§r executed //set 1 at Location{world=CraftWorld{name=world},x=-5098.923488137149,y=94.9614717299754,z=127.19764963592348,pitch=31.950014,yaw=120.30066}
[2017/02/22 19:07:54] §6[§aMember§6] §ffybit§r executed //set 1 at Location{world=CraftWorld{name=world},x=-5102.156194188369,y=91.59663354180732,z=126.96620690101695,pitch=31.200012,yaw=98.25049}
[2017/02/22 19:08:52] §6[§cAdmin§6]§d» §3chicken§r executed /ce book at Location{world=CraftWorld{name=world},x=-5021.544325777,y=66.0,z=-163.15340566008487,pitch=18.450016,yaw=-283.3512}
[2017/02/22 19:08:58] §6[§cAdmin§6]§d» §3chicken§r executed /ce book lightning 20 at Location{world=CraftWorld{name=world},x=-5021.544325777,y=66.0,z=-163.15340566008487,pitch=18.450016,yaw=-283.3512}
[2017/02/22 19:09:09] §6[§cAdmin§6]§d» §3chicken§r executed /ce book lightning 200 at Location{world=CraftWorld{name=world},x=-5051.85712880866,y=66.5,z=-163.25313945422482,pitch=30.750021,yaw=-273.90137}
